h,h_label,r,t,t_label,tau_start,tau_end,l_h_lat,l_h_lon,l_t_lat,l_t_lon,vi_context,source
Đình Thượng,Đình Thượng,locatedIn,Ninh Bình,Ninh Bình,1993,1993,,,,,Kim Bảng; Lịch sử kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Bà Vũ,Đền Bà Vũ,locatedIn,Ninh Bình,Ninh Bình,1993,1993,,,,,Lý Nhân; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Trần Thương,Đền Trần Thương,locatedIn,Ninh Bình,Ninh Bình,2015,2015,,,,,Lý Nhân; Lịch sử danh thắng đặc biệt; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Chương Lương,Đình Chương Lương,locatedIn,Ninh Bình,Ninh Bình,2009,2009,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Đức Bản Ngoại,Đình Đức Bản Ngoại,locatedIn,Ninh Bình,Ninh Bình,2009,2009,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Gia,Đình Gia,locatedIn,Ninh Bình,Ninh Bình,2011,2011,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Mạc Hạ,Đình Mạc Hạ,locatedIn,Ninh Bình,Ninh Bình,2001,2001,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Ngò,Đình Ngò,locatedIn,Ninh Bình,Ninh Bình,2001,2001,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Thọ Chương,Đình Thọ Chương,locatedIn,Ninh Bình,Ninh Bình,1994,1994,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Trác Nội,Đình Trác Nội,locatedIn,Ninh Bình,Ninh Bình,2004,2004,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Vạn Thọ,Đình Vạn Thọ,locatedIn,Ninh Bình,Ninh Bình,1999,1999,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Văn Xá,Đình Văn Xá,locatedIn,Ninh Bình,Ninh Bình,1962,1962,,,,,Lý Nhân; Kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Vĩnh Trụ,Đình Vĩnh Trụ,locatedIn,Ninh Bình,Ninh Bình,1993,1993,,,,,Lý Nhân; Lịch sử nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, chùa Cao Đà","Đình, chùa Cao Đà",locatedIn,Ninh Bình,Ninh Bình,1996,1996,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, chùa Mạc Thượng","Đình, chùa Mạc Thượng",locatedIn,Ninh Bình,Ninh Bình,2011,2011,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, chùa Tế Xuyên","Đình, chùa Tế Xuyên",locatedIn,Ninh Bình,Ninh Bình,1996,1996,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, đền, chùa Nội Rối","Đình, đền, chùa Nội Rối",locatedIn,Ninh Bình,Ninh Bình,2012,2012,,,,,Lý Nhân; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Khu di tích đình Đồng Lư (Thượng, Trung, Hạ)","Khu di tích đình Đồng Lư (Thượng, Trung, Hạ)",locatedIn,Ninh Bình,Ninh Bình,1993,1993,,,,,Lý Nhân; Lịch sử kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Lăng,Đền Lăng,locatedIn,Ninh Bình,Ninh Bình,1999,1999,,,,,Thanh Liêm; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình An Hòa,Đình An Hòa,locatedIn,Ninh Bình,Ninh Bình,1997,1997,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình An Xá,Đình An Xá,locatedIn,Ninh Bình,Ninh Bình,1996,1996,,,,,Thanh Liêm; Lịch sử kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Cẩm Du,Đình Cẩm Du,locatedIn,Ninh Bình,Ninh Bình,2001,2001,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Chảy,Đình Chảy,locatedIn,Ninh Bình,Ninh Bình,1998,1998,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Đống Cầu,Đình Đống Cầu,locatedIn,Ninh Bình,Ninh Bình,1994,1994,,,,,Thanh Liêm; Lịch sử nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Nguyễn Trung,Đình Nguyễn Trung,locatedIn,Ninh Bình,Ninh Bình,2001,2001,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Ô Cách,Đình Ô Cách,locatedIn,Ninh Bình,Ninh Bình,2004,2004,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, chùa Châu","Đình, chùa Châu",locatedIn,Ninh Bình,Ninh Bình,1994,1994,,,,,Thanh Liêm; Lịch sử thắng cảnh; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, đền Hòa Ngãi","Đình, đền Hòa Ngãi",locatedIn,Ninh Bình,Ninh Bình,2000,2000,,,,,Thanh Liêm; Kiến trúc nghệ thuật; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Kẽm Trống,Kẽm Trống,locatedIn,Ninh Bình,Ninh Bình,1962,1962,,,,,Thanh Liêm; Danh thắng; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Hạ,Đình Hạ,locatedIn,Ninh Bình,Ninh Bình,2020,2020,,,,,Đức Lý; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Mã Não,Đình Mã Não,locatedIn,Ninh Bình,Ninh Bình,2020,2020,,,,,"Ngọc Sơn, Kim Bảng; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Địa điểm lưu niệm Chủ tịch Hồ Chí Minh về thăm công trường đắp đập Cát Tường năm 1958,Địa điểm lưu niệm Chủ tịch Hồ Chí Minh về thăm công trường đắp đập Cát Tường năm 1958,locatedIn,Ninh Bình,Ninh Bình,2018,2018,,,,,Bình Lục; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Đọi Tam,Đình Đọi Tam,locatedIn,Ninh Bình,Ninh Bình,2018,2018,,,,,Duy Tiên; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Nam Xá Thượng,Đình Nam Xá Thượng,locatedIn,Ninh Bình,Ninh Bình,2018,2018,,,,,Lý Nhân; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, văn từ Cát Lại","Đình, văn từ Cát Lại",locatedIn,Ninh Bình,Ninh Bình,2018,2018,,,,,Bình Lục; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Hang Con Moong,Hang Con Moong,locatedIn,Thanh Hóa,Thanh Hóa,2007,2007,,,,,Thạch Thành; Lịch sử khảo cổ đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Lê Hoàn,Đền thờ Lê Hoàn,locatedIn,Thanh Hóa,Thanh Hóa,2018,2018,,,,,Thọ Xuân; Kiến trúc nghệ thuật đăc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Di chỉ Đông Sơn và Thiệu Dương,Di chỉ Đông Sơn và Thiệu Dương,locatedIn,Thanh Hóa,Thanh Hóa,1962,1962,,,,,Thành phố Thanh Hóa; Lịch sử khảo cổ; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Dương Đình Nghệ,Đền thờ Dương Đình Nghệ,locatedIn,Thanh Hóa,Thanh Hóa,,,,,,,Thành phố Thanh Hóa; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Chiến khu Ngọc Trạo,Chiến khu Ngọc Trạo,locatedIn,Thanh Hóa,Thanh Hóa,1996,1996,,,,,Thạch Thành; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Thành nhà Hồ,Thành nhà Hồ,locatedIn,Thanh Hóa,Thanh Hóa,2011,2011,,,,,Vĩnh Lộc; Lịch sử khảo cổ kiến trúc đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Trần Khát Chân,Đền thờ Trần Khát Chân,locatedIn,Thanh Hóa,Thanh Hóa,2001,2001,,,,,Vĩnh Lộc; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Từ đường Phúc Quang,Từ đường Phúc Quang,locatedIn,Thanh Hóa,Thanh Hóa,1995,1995,,,,,Yên Định; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Địa điểm đón Bác về thăm hợp tác xã Yên Trường,Địa điểm đón Bác về thăm hợp tác xã Yên Trường,locatedIn,Thanh Hóa,Thanh Hóa,1993,1993,,,,,Yên Định; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Lê Đình Kiên,Đền thờ Lê Đình Kiên,locatedIn,Thanh Hóa,Thanh Hóa,1994,1994,,,,,Yên Định; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Khương Công Phụ,Đền thờ Khương Công Phụ,locatedIn,Thanh Hóa,Thanh Hóa,2001,2001,,,,,Yên Định; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Làng Sét,Đình Làng Sét,locatedIn,Thanh Hóa,Thanh Hóa,1995,1995,,,,,Yên Định; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Đồng Cổ,Đền Đồng Cổ,locatedIn,Thanh Hóa,Thanh Hóa,2001,2001,,,,,Yên Định; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Chùa Sùng Nghiêm Diên Thánh,Chùa Sùng Nghiêm Diên Thánh,locatedIn,Thanh Hóa,Thanh Hóa,1990,1990,,,,,Hậu Lộc; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Bà Triệu,Đền Bà Triệu,locatedIn,Thanh Hóa,Thanh Hóa,1979,1979,,,,,Triệu Lộc; Lịch sử văn hóa đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình làng Phú Đền,Đình làng Phú Đền,locatedIn,Thanh Hóa,Thanh Hóa,1996,1996,,,,,Triệu Lộc; Lịch sử văn hóa đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Lý Thường Kiệt,Đền thờ Lý Thường Kiệt,locatedIn,Thanh Hóa,Thanh Hóa,2004,2004,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nhà thờ Nguyễn Hữu,Nhà thờ Nguyễn Hữu,locatedIn,Thanh Hóa,Thanh Hóa,2002,2002,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Ly Cung (nhà Hồ),Ly Cung (nhà Hồ),locatedIn,Thanh Hóa,Thanh Hóa,1997,1997,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Lăng miếu Triệu Tường,Lăng miếu Triệu Tường,locatedIn,Thanh Hóa,Thanh Hóa,2007,2007,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Gia Miêu,Đình Gia Miêu,locatedIn,Thanh Hóa,Thanh Hóa,2000,2000,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Động Bồng,Đình Động Bồng,locatedIn,Thanh Hóa,Thanh Hóa,2001,2001,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình làng Đình Trung,Đình làng Đình Trung,locatedIn,Thanh Hóa,Thanh Hóa,2004,2004,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Trần Hưng Đạo (Thanh Hóa),Đền thờ Trần Hưng Đạo (Thanh Hóa),locatedIn,Thanh Hóa,Thanh Hóa,1996,1996,,,,,Hà Trung; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Nguyễn Chích,Đền thờ Nguyễn Chích,locatedIn,Thanh Hóa,Thanh Hóa,1992,1992,,,,,Đông Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Nguyễn Văn Nghi,Đền thờ Nguyễn Văn Nghi,locatedIn,Thanh Hóa,Thanh Hóa,1990,1990,,,,,Đông Sơn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nguyễn Nhữ Soạn,Nguyễn Nhữ Soạn,locatedIn,Thanh Hóa,Thanh Hóa,1990,1990,,,,,Đông Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
thắng cảnh Rừng Thông,thắng cảnh Rừng Thông,locatedIn,Thanh Hóa,Thanh Hóa,1989,1989,,,,,Đông Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Lam Kinh,Lam Kinh,locatedIn,Thanh Hóa,Thanh Hóa,1962,1962,,,,,Thọ Xuân; Lịch sử văn hóa kiến trúc đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Làng Gạo,Đình Làng Gạo,locatedIn,Thanh Hóa,Thanh Hóa,1993,1993,,,,,Bỉm Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đồi Ông,Đồi Ông,locatedIn,Thanh Hóa,Thanh Hóa,1993,1993,,,,,Bỉm Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Cây Vải,Đền Cây Vải,locatedIn,Thanh Hóa,Thanh Hóa,1993,1993,,,,,Bỉm Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Sòng Sơn,Đền Sòng Sơn,locatedIn,Thanh Hóa,Thanh Hóa,1993,1993,,,,,Bỉm Sơn; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Chùa Mật Đa,Chùa Mật Đa,locatedIn,Thanh Hóa,Thanh Hóa,1989,1989,,,,,Thành phố Thanh Hóa; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Khu di tích Hàm Rồng,Khu di tích Hàm Rồng,locatedIn,Thanh Hóa,Thanh Hóa,1975,1975,,,,,Thành phố Thanh Hóa; Lịch sử văn hóa; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đài tưởng niêm 72 liệt sĩ Xô Viết – Nghệ Tĩnh,Đài tưởng niêm 72 liệt sĩ Xô Viết – Nghệ Tĩnh,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Yên Thành; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Bia mộ Nguyễn Trường Tộ,Bia mộ Nguyễn Trường Tộ,locatedIn,Nghệ An,Nghệ An,1992,1992,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền thờ Hoàng Nghĩa Lương,Đền thờ Hoàng Nghĩa Lương,locatedIn,Nghệ An,Nghệ An,2009,2009,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Di tích nhà ông Hoàng Viện,Di tích nhà ông Hoàng Viện,locatedIn,Nghệ An,Nghệ An,1930,1930,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Khu lưu niệm cố tổng Bí thư Lê Hồng Phong,Khu lưu niệm cố tổng Bí thư Lê Hồng Phong,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Núi Lam Thành,Núi Lam Thành,locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Rặm,Đền Rặm,locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Văn hóa kiến trúc; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nơi giặc Pháp tàn sát cuộc đấu tranh ngày 12/9/1930 (Nghĩa trang 12-9),Nơi giặc Pháp tàn sát cuộc đấu tranh ngày 12/9/1930 (Nghĩa trang 12-9),locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nhà thờ họ Phạm,Nhà thờ họ Phạm,locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Bạch Liêu,Bạch Liêu,locatedIn,Nghệ An,Nghệ An,1993,1993,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Vua Lê,Đền Vua Lê,locatedIn,Nghệ An,Nghệ An,1998,1998,,,,,Hưng Nguyên; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đinh Bạt Tụy,Đinh Bạt Tụy,locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Văn hóa kiến trúc; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Thanh Liệt,Đền Thanh Liệt,locatedIn,Nghệ An,Nghệ An,,,,,,,Hưng Nguyên; Văn hóa nghệ thuật kiến trúc; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đặng Nguyên Cẩn,Đặng Nguyên Cẩn,locatedIn,Nghệ An,Nghệ An,2020,2020,,,,,Thanh Chương; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Bạch Mã,Đền Bạch Mã,locatedIn,Nghệ An,Nghệ An,1994,1994,,,,,Thanh Chương; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Hữu,Đền Hữu,locatedIn,Nghệ An,Nghệ An,2009,2009,,,,,Thanh Chương; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Bích Thị,Đình Bích Thị,locatedIn,Nghệ An,Nghệ An,2015,2015,,,,,Thanh Chương; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Núi Thiên Nhẫn và Thành Lục Niên,Núi Thiên Nhẫn và Thành Lục Niên,locatedIn,Nghệ An,Nghệ An,1964,1964,,,,,Thanh Chương; Lịch sử danh thắng; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Hoành Sơn,Đình Hoành Sơn,locatedIn,Nghệ An,Nghệ An,1980,1980,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Nậm Sơn,Đền Nậm Sơn,locatedIn,Nghệ An,Nghệ An,1997,1997,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Lê Hồng Sơn,Lê Hồng Sơn,locatedIn,Nghệ An,Nghệ An,1980,1980,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Chùa Đức Sơn,Chùa Đức Sơn,locatedIn,Nghệ An,Nghệ An,2001,2001,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Nhạn Tháp,Đền Nhạn Tháp,locatedIn,Nghệ An,Nghệ An,1993,1993,,,,,Nam Đàn; Lịch sử kiến trúc; vùng Bắc Trung Bộ,Wikipedia-Heritage
Mộ và đền thờ Lê Đức Tuy,Mộ và đền thờ Lê Đức Tuy,locatedIn,Nghệ An,Nghệ An,2018,2018,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nguyễn Kế Hưng,Nguyễn Kế Hưng,locatedIn,Nghệ An,Nghệ An,2018,2018,,,,,Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Đức Sơn,Đền Đức Sơn,locatedIn,Nghệ An,Nghệ An,2018,2018,,,,,Nam Đàn; Văn hóa kiến trúc; vùng Bắc Trung Bộ,Wikipedia-Heritage
Tống Tất Thắng,Tống Tất Thắng,locatedIn,Nghệ An,Nghệ An,1996,1996,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
nhà lưu niệm đồng chí Nguyễn Tiềm,nhà lưu niệm đồng chí Nguyễn Tiềm,locatedIn,Nghệ An,Nghệ An,,,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đình Trung Cần,Đình Trung Cần,locatedIn,Nghệ An,Nghệ An,1996,1996,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Lăng mộ Nguyễn Thiếp,Lăng mộ Nguyễn Thiếp,locatedIn,Nghệ An,Nghệ An,,,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Mai Hắc Đế,Mai Hắc Đế,locatedIn,Nghệ An,Nghệ An,1996,1996,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Khu mộ bà Hoàng Thị Loan,Khu mộ bà Hoàng Thị Loan,locatedIn,Nghệ An,Nghệ An,,,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
"Cây đa, sân vận động, đền Làng Sen","Cây đa, sân vận động, đền Làng Sen",locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Khu di tích Hoàng Trù (làng Chùa) quê ngoại của Chủ tịch Hồ Chí Minh,Khu di tích Hoàng Trù (làng Chùa) quê ngoại của Chủ tịch Hồ Chí Minh,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nhà thờ họ Nguyễn Sinh,Nhà thờ họ Nguyễn Sinh,locatedIn,Nghệ An,Nghệ An,1991,1991,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nguyễn Sinh Sắc,Nguyễn Sinh Sắc,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nguyễn Sinh Nhậm,Nguyễn Sinh Nhậm,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nhà cử nhân Vương Thúc Quý-Thầy học của Chủ tịch Hồ Chí Minh thời niên thiếu,Nhà cử nhân Vương Thúc Quý-Thầy học của Chủ tịch Hồ Chí Minh thời niên thiếu,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nam Đàn; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Núi Chung,Núi Chung,locatedIn,Nghệ An,Nghệ An,1991,1991,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Phan Bội Châu,Phan Bội Châu,locatedIn,Nghệ An,Nghệ An,2016,2016,,,,,Nam Đàn; Lịch sử đặc biệt; vùng Bắc Trung Bộ,Wikipedia-Heritage
Khu di tích lịch sử Truông Bồn,Khu di tích lịch sử Truông Bồn,locatedIn,Nghệ An,Nghệ An,1996,1996,,,,,"Mỹ Sơn, Đô Lương; Lịch sử; vùng Bắc Trung Bộ",Wikipedia-Heritage
Nguyễn Cảnh Hoan,Nguyễn Cảnh Hoan,locatedIn,Nghệ An,Nghệ An,1991,1991,,,,,Đô Lương; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Thái Bá Du,Thái Bá Du,locatedIn,Nghệ An,Nghệ An,1996,1996,,,,,"Yên Sơn, Đô Lương; Lịch sử - Văn hóa; vùng Bắc Trung Bộ",Wikipedia-Heritage
Nguyễn Xí,Nguyễn Xí,locatedIn,Nghệ An,Nghệ An,1990,1990,,,,,Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Phạm Nguyễn Du,Phạm Nguyễn Du,locatedIn,Nghệ An,Nghệ An,,,,,,,Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Đền Chính Vị,Đền Chính Vị,locatedIn,Nghệ An,Nghệ An,,,,,,,Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
Nguyễn Thức Tự,Nguyễn Thức Tự,locatedIn,Nghệ An,Nghệ An,1992,1992,,,,,"Nghi Trường, Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ",Wikipedia-Heritage
Đền Phượng Cương,Đền Phượng Cương,locatedIn,Nghệ An,Nghệ An,,,,,,,Nghi Lộc; Lịch sử; vùng Bắc Trung Bộ,Wikipedia-Heritage
